"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
record_id,demographics,,text,"Record ID",,"Please use format [facility abbriviation]/[year]/[record number] e.g CHK/2024/001",,,,,,,,,,,
demog_district,demographics,,radio,District,"BIK, Bikita | ZAK, Zaka | CHI, Chiredzi",,,,,,,y,,,,,
demog_facility,demographics,,radio,"Facility and catchment area","SIL, Silveira Hospital | BIK, Bikita RHC | CKK, Chikuku RHC | MSH, Mashoko Hospital | NDG, Ndanga Hospital | MUS, Musiso Hospital | BTA, Bota RHC | HRV, Harava RHC | CHI, Chiredzi Hospital | CHK, Chikombedzi Hospital",,,,,,,y,,,,,
demog_firstname,demographics,,text,"First name ",,,,,,,,y,,,,,
demog_surname,demographics,,text,Surname,,,,,,,,y,,,,,
demog_dateofbirth,demographics,,text,"Date of Birth",,,date_ymd,,,,,y,,,,,
demog_age,demographics,,calc,Age,"rounddown(datediff([demog_dateofbirth], 'today', 'y'))",,,,,,,,,,,,
demog_gender,demographics,,radio,Gender,"1, Male | 2, Female",,,,,,,y,,,,,
demog_address,demographics,,notes,"Client address",,,,,,,,,,,,,
demog_have_contact,demographics,,radio,"Does client have contact number?","Y, Yes | N, No | NA, Not Available",,,,,,,y,,,,,
demog_contact,demographics,,text,"Client contact number",,,,,,,"[demog_have_contact] = 'Y'",,,,,,
demog_marital_status,demographics,,radio,"Marital Status","1, Married | 2, Never Married | 3, Widowed | 4, Divorced or Separated | 5, Living together | 6, Minor (For children) | 7, Not Given | 8, Divorced",,,,,,,,,,,,
demog_education,demographics,,radio,"Level of education (Highest)","0, No Education | 1, Creche or ECD | 2, Primary level (Grade 1 - 7) | 3, Secondary level (Form 1-4) | 4, A level (Form 5-6) | 5, College | 6, Degree | 7, Post Graduate | 8, Not Provided",,,,,,,,,,,,
demog_client_profile,demographics,,radio,"Client Profile
","1, General Population | 2, Sex Worker | 3, Men having sex with men (MSM) | 4, Women having sex with women (WSW) | 5, People who use drugs (PWUD) | 6, People who inject drugs (PWID) | 7, Transgender | 8, Other",,,,,,,y,,,,,
demog_client_profile_other,demographics,,text,"Please specify",,,,,,,"[demog_client_profile] = '8'",y,,,,,
sti_access,sti_register,,radio,"<font color=""blue""><b>STI-S</b></font>  Did the client access this service?","Y, Yes | N, No | UN, Unverified",,,,,,,y,,,,,
sti_visit_date,sti_register,,text,"<font color=""blue""><b>STI-0</b></font>  Date of visit",,,date_ymd,,,,"[sti_access] = 'Y'",y,,,,,
sti_date,sti_register,,text,"<font color=""blue""><b>STI-1</b></font>  Date (STI review)",,,date_ymd,,,,"[sti_access] = 'Y'",y,,,,,
sti_client_history,sti_register,,notes,"<font color=""blue""><b>STI-2</b></font> Write in full presenting complaint or history of the client",,,,,,,"[sti_access] = 'Y'",,,,,,
sti_repeat,sti_register,,radio,"<font color=""blue""><b>STI-3</b></font> New or Repeat STI Episode","N, New | R, Repeat",,,,,,"[sti_access] = 'Y'",y,,,,,
sti_syndrome,sti_register,,checkbox,"<font color=""blue""><b>STI-4</b></font> Indicate the syndrome as indicated below.","1, Urethral discharge | 2, Genital Ulcer | 3, Vaginal discharge | 4, Lower abdominal pain (women) | 5, Inguinal bubo | 6, Acute scrotal swelling | 7, Opthalmia Neonatorum | 8, Balanitis and Balanopostitis | 9, Genital Warts | 10, Congenital syphilis | 11, Anal Warts | 12, Gernital Herpes | 13, Other, | 14, NIL",,,,,,"[sti_access] = 'Y'",y,,,,,
sti_syndrome_other,sti_register,,text,"<font color=""blue""><b>STI-4b</b></font> Other specify",,,,,,,"[sti_syndrome(13)] = '1'",y,,,,,
sti_syphilis_test,sti_register,"<font color=""red""><b>Syphilis</b></font>",yesno,"<font color=""blue""><b>STI-5</b></font> Tested for syphilis?",,,,,,,"[sti_access] = 'Y'",y,,,,,
sti_syphilis_test_why,sti_register,,radio,"<font color=""blue""><b>STI-6</b></font> Purpose for syphilis testing?","a, Antenatal | b, Sexual Abuse | c, Contact | d, Syphilis exposed infant | e, STI client | f, Partner of pregnant/ Breastfeeding woman | g, Other, | h, NIL",,,,,,"[sti_syphilis_test] = '1'",y,,,,,
sti_syph_test_why_other,sti_register,,text,"<font color=""blue""><b>STI-6a</b></font> Specify",,,,,,,"[sti_syphilis_test_why] = 'g'",y,,,,,
sti_syphilis_result,sti_register,,radio,"<font color=""blue""><b>STI-7</b></font> Syphilis testing result?","P, Positive | N, Negative | NL, NIL",,,,,,"[sti_syphilis_test] = '1'",y,,,,,
sti_syphilis_test_nd,sti_register,,notes,"<font color=""blue""><b>STI-7b</b></font>  Why was client not tested?",,,,,,,"[sti_syphilis_test] = '0'",y,,,,,
sti_gonorrhea_test,sti_register,"<font color=""red""><b>Gonorrhea</b></font>",yesno,"<font color=""blue""><b>STI-8</b></font> Tested for gonorrhea?",,,,,,,"[sti_access] = 'Y'",y,,,,,
sti_gonorrhea_nd,sti_register,,notes,"<font color=""blue""><b>STI-8b</b></font>  Why was client not tested for gonorrhea?",,,,,,,"[sti_gonorrhea_test] = '0'",y,,,,,
sti_gonorrhea_test_why,sti_register,,radio,"<font color=""blue""><b>STI-9</b></font> Purpose for gonorrhea testing?","a, Antenatal | b, Sexual Abuse | c, Contact | d, Syphilis exposed infant | e, STI client | f, Partner of pregnant/ Breastfeeding woman | g, Other, | h, NIL",,,,,,"[sti_gonorrhea_test] = '1'",y,,,,,
sti_gonorr_test_why_other,sti_register,,text,"<font color=""blue""><b>STI-9a</b></font> Specify",,,,,,,"[sti_gonorrhea_test_why] = 'g'",,,,,,
sti_gonorrhea_result,sti_register,,radio,"<font color=""blue""><b>STI-10</b></font> Gonorrhea testing result","P, Positive | N, Negative, | NL, NIL",,,,,,"[sti_gonorrhea_test] = '1'",y,,,,,
sti_patient_treated,sti_register,"<font color=""red""><b>Treatment</b></font>",yesno,"<font color=""blue""><b>STI-11</b></font> Was the patient treated?",,,,,,,"[sti_access] = 'Y'",y,,,,,
sti_treatment,sti_register,,notes,"<font color=""blue""><b>STI-11b</b></font> Write actual treatment given in full, indicating dose, frequency and duration.",,,,,,,"[sti_access] = 'Y'",y,,,,," @HIDDEN"
sti_hiv_test,sti_register,"<font color=""red""><b>HIV</b></font>",yesno,"<font color=""blue""><b>STI-12</b></font> Was client tested for HIV?",,,,,,,"[sti_access] = 'Y'",y,,,,,
sti_hiv_test_result,sti_register,,radio,"<font color=""blue""><b>STI-12b</b></font> Indicate HIV result","P, Positive | N, Negative | I, Inconclusive | NA, Not Applicable",,,,,,"[sti_hiv_test] = '1'",y,,,,,
sti_hiv_test_nd,sti_register,,notes,"<font color=""blue""><b>STI-12c</b></font> Why was client not tested for HIV?",,,,,,,"[sti_hiv_test] = '0'",y,,,,,
sti_contact_recieved,sti_register,"<font color=""red""><b>STI Contacts</b></font>",yesno,"<font color=""blue""><b>STI-13</b></font> STI Contact slips recieved",,,,,,,"[sti_access] = 'Y'",y,,,,,
sti_contact_treated,sti_register,,yesno,"<font color=""blue""><b>STI-14</b></font> STI Contact treated?",,,,,,,"[sti_access] = 'Y'",y,,,,,
fp_access,family_planning,,radio,"<span style=""color: green;""><strong>FP-S</strong></span> Did the client access this service?","Y, Yes | N, No | UN, Unverified",,,,,,,y,,,,,
fp_date,family_planning,,text,"<span style=""color: green;""><strong>FP-0</strong></span> Date of encounter (Family Planning)",,,date_ymd,,,,"[fp_access] = 'Y'",y,,,,,
fp_client_category,family_planning,,radio,"<span style=""color: green;""><strong>FP-1</strong></span> Family Planning Client Category","N, New User | R, Repeat User, | NL, NIL",,,,,,"[fp_access] = 'Y'",y,,,,,
fp_on_contra,family_planning,,yesno,"<span style=""color: green;""><strong>FP-2</strong></span> Is the client currently on any contraception?",,,,,,,"[fp_access] = 'Y'",y,,,,,
fp_no_contra_why,family_planning,,notes,"<span style=""color: green;""><strong>FP-2a</strong></span> Why is the client not on contraception?",,,,,,,"[fp_on_contra] = '0'",y,,,,,
fp_want_contra,family_planning,,yesno,"<span style=""color: green;""><strong>FP-3</strong></span> Does the client want to be on contraception?",,,,,,,"[fp_access] = 'Y'",y,,,,,
fp_not_want_contra_why,family_planning,,notes,"<span style=""color: green;""><strong>FP-3a</strong></span> If not, why does the client not want to be on contraception?",,,,,,,"[fp_want_contra] = '0'",y,,,,,
fp_method,family_planning,,checkbox,"<span style=""color: green;""><strong>FP-4</strong></span> Which family planning method has the client come for?","1, Progestogen only Pills | 2, Combined Oral Pills | 3, Emergency Contraceptives | 4, Injectables | 5, Implants | 6, IUCD (Intra-Uterine Devices) | 7, Tubal Ligation | 8, Vasectomy | 9, Male Condoms | 10, Female Condoms | 11, NIL",,,,,,"[fp_access] = 'Y'",y,,,,,
fb_progesto_status,family_planning,,radio,"<span style=""color: green;""><strong>FP-4a</strong></span> For Progestogen only Pills, is the client a new user or a repeat user?","N, New User | R, Repeat User, | NL, NIL",,,,,,"[fp_method(1)] = '1'",y,,,,,
fb_combinedoral_status,family_planning,,radio,"<span style=""color: green;""><strong>FP-4b</strong></span> For Combined Oral Pills, is the client a new user or a repeat user?","N, New User | R, Repeat User | NL, NIL",,,,,,"[fp_method(2)] = '1'",y,,,,,
fb_emcontra_status,family_planning,,radio,"<span style=""color: green;""><strong>FP-4c</strong></span> For Emergency Contraceptives is the client a new user or a repeat user?","N, New User | R, Repeat User | NL, NIL",,,,,,"[fp_method(3)] = '1'",y,,,,,
fb_injectables_type,family_planning,,radio,"<span style=""color: green;""><strong>FP-4d</strong></span> Which type of Injectables  is the client taking?","1, DMPA Intramuscular | 2, DMPA Subcutaneous, | 3, NIL",,,,,,"[fp_method(4)] = '1'",y,,,,,
fp_intramuscular_status,family_planning,,radio,"<span style=""color: green;""><strong>FP-4di</strong></span> For DMPA Intramuscular, is the client a new user or a repeat user?","N, New User | R, Repeat User | NL, NIL",,,,,,"[fb_injectables_type] = '1'",y,,,,,
fp_subcutaneous_status,family_planning,,radio,"<span style=""color: green;""><strong>FP-4dii</strong></span> For DMPA Subcutaneous, is the client a new user or a repeat user?","N, New User | R, Repeat User | NL, NIL",,,,,,"[fb_injectables_type] = '2'",y,,,,,
fp_implant_period,family_planning,,radio,"<span style=""color: green;""><strong>FP-4e</strong></span> For Implants, which period is it for?","1, Three Years | 2, Five Years | 3, NIL",,,,,,"[fp_method(5)] = '1'",y,,,,,
fp_3_status,family_planning,,radio,"<span style=""color: green;""><strong>FP-4ei</strong></span> For 3 year implant is it a new insertion , repeat insertion or for removal?","1, New Insertion | 2, Repeat Insertion | 3, Removals, | 4, NIL",,,,,,"[fp_implant_period] = '1'",y,,,,,
fp_5_status,family_planning,,radio,"<span style=""color: green;""><strong>FP-4eii</strong></span> For 5 year implant is it a new insertion,  repeat insertion or for removal?","1, New Insertion | 2, Repeat Insertion | 3, Removals | 4, NIL",,,,,,"[fp_implant_period] = '2'",y,,,,,
fp_iucd_type,family_planning,,radio,"<span style=""color: green;""><strong>FP-4f</strong></span> What type of IUCD is it?","1, Copper T (Non-hormonal) | 2, LNG-IUS (Hormonal) | 3, NIL",,,,,,"[fp_method(6)] = '1'",y,,,,,
fp_coppert_status,family_planning,,radio,"<span style=""color: green;""><strong>FP-4fi</strong></span> For Copper-T is it a new insertion, repeat insertion or removal?","1, New Insertions | 2, Repeat Insertions | 3, Removals | 4, NIL",,,,,,"[fp_iucd_type] = '1'",y,,,,,
fp_lnguis_status,family_planning,,radio,"<span style=""color: green;""><strong>FP-4fii</strong></span> For LNG-UIS is it a new insertion, repeat insertion or removal?","1, New Insertions | 2, Repeat Insertions | 3, Removals | 4, NIL",,,,,,"[fp_iucd_type] = '2'",y,,,,,
fp_method_prov,family_planning,,checkbox,"<span style=""color: green;""><strong>FP-5</strong></span> Family Planning Method Provided?","1, Pill | 2, Injectable | 3, Implant | 4, IUCD | 5, Condom | 6, Permanent Method | 7, Other (Specify) | 8, NIL",,,,,,"[fp_access] = 'Y'",,,,,,
fp_method_specify,family_planning,,notes,"<span style=""color: green;""><strong>FP-5b</strong></span> Other (Family Planning Method Provided) Specify?",,,,,,,"[fp_method_prov(7)] = '1'",y,,,,,
ancr_access,anc_initial_register,,radio,"<span style=""color: blue;""><strong>ANCR-S</strong></span> Did the client access this service?","Y, Yes | N, No | UN, Unverified",,,,,,,y,,,,,
ancr_date,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANCR-2</strong></span> Date",,,date_ymd,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_first_booking,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-3</strong></span> First Booking?",,,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_transfer_in,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-3a</strong></span> Is this a transfer In?",,,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_transfer_from,anc_initial_register,,radio,"<span style=""color: blue;""><strong>ANCR-3b</strong></span> Where did client transfer from?","SIL, Silveira Hospital | BIK, Bikita RHC | CKK, Chikuku RHC | MSH, Mashoko Hospital | NDG, Ndanga Hospital | MUS, Musiso Hospital | BTA, Bota RHC | HRV, Harava RHC | CHI, Chiredzi Hospital | CHK, Chikombedzi Hospital, | OTH, Other",,,,,,"[ancr_transfer_in] = '1'",y,,,,,
ancr_transfer_specify,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANCR-3c</strong></span> Specify other",,,,,,,"[ancr_transfer_from] = 'OTH'",y,,,,,
ancr_parity,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANCR-8</strong></span> Parity",,"Number of deliveries the woman had (including still births)",integer,0,,,"[ancr_access] = 'Y'",y,,,,,
ancr_gravida,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANCR-9</strong></span> Gravida",,"Number of pregnancies the woman has ever had",number,0,,,"[ancr_access] = 'Y'",y,,,,,
ancr_lnmp_sure,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-10a</strong></span> Is the client sure of her LNMP date?",,,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_lmnp_date,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANC-10b</strong></span> LMNP Date",,,date_ymd,,,,"[ancr_lnmp_sure] = '1'",y,,,,,
ancr_edd,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANCR-11</strong></span> Expected Date of Delivery (EDD)",,,date_ymd,,,,"[ancr_lnmp_sure] = '1'",,,,,," @CALCDATE([ancr_lmnp_date], 280, 'd')"
ancr_ga,anc_initial_register,,calc,"<span style=""color: blue;""><strong>ANCR-12</strong></span> Gestational Age (GA)  at booking","rounddown(datediff([ancr_date], [ancr_lmnp_date], 'd')/7)",,,,,,"[ancr_lnmp_sure] = '1'",,,,,,
ancr_height,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANCR-13</strong></span> Height  at first  booking",,"in cm",number,0,,,"[ancr_access] = 'Y'",y,,,,,
ancr_blood_tested,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-14</strong></span> Was the client blood type tested?",,,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_blood_group,anc_initial_register,,radio,"<span style=""color: blue;""><strong>ANC-14a</strong></span> Client blood group?","1, Type A (Rhesus Positive) | 2, Type A (Rhesus Negative) | 3, Type B  (Rhesus Positive) | 4, Type B  (Rhesus Negative) | 5, Type AB  (Rhesus Positive) | 6, Type AB  (Rhesus Negative) | 7, Type O  (Rhesus Positive) | 8, Type O  (Rhesus Negative) | 9, NIL",,,,,,"[ancr_blood_tested] = '1'",y,,,,,
ancr_blood_type_nd,anc_initial_register,,notes,"<span style=""color: blue;""><strong>ANC-14b</strong></span> Why was the blood type not teste?",,,,,,,"[ancr_blood_tested] = '0'",y,,,,,
ancr_hiv_prior,anc_initial_register,,radio,"<span style=""color: blue;""><strong>ANCR-15</strong></span> Client HIV status <u> prior to</u> ANC Booking","0, HIV Negative | 1, HIV Positive | 2, Unknown",,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_hiv_current_status,anc_initial_register,,radio,"<span style=""color: blue;""><strong>ANCR-15b</strong></span> Client HIV status <u>at </u> ANC Booking","0, HIV Negative | 1, HIV Positive | 2, Unknown",,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_art_already,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-16</strong></span> Already on ART?",,,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_contact_number,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANCR-17</strong></span> ANC Contact Number (ANC Visit Number)",,,integer,0,,,"[ancr_access] = 'Y'",y,,,,,
ancr_contact_date,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANCR-18</strong></span> Contact Date",,,date_ymd,,,,"[ancr_access] = 'Y'",,,,,,
ancr_client_weight,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANCR-19</strong></span> Client weight",,"in kgs",number,0,,,"[ancr_access] = 'Y'",y,,,,,
ancr_muac,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANCR-20</strong></span> Client Mid-upper arm circumference (MUAC)",,"in cm",number,,,,"[ancr_access] = 'Y'",,,,,,
ancr_bp_done,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-21</strong></span> Was client BP testing done?",,,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_client_systolic,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANCR-21a</strong></span> Client BP systolic",,,,,,,"[ancr_bp_done] = '1'",y,,,,,
ancr_diastolic,anc_initial_register,,text,"<span style=""color: blue;""><strong>ANCR-21b</strong></span> Client BP diastolic",,,number,0,,,"[ancr_bp_done] = '1'",y,,,,,
ancr_urinalysis,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-22a</strong></span> Was urinalysis test done?",,,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_urinalysis_protein,anc_initial_register,,radio,"<span style=""color: blue;""><strong>ANCR-22b</strong></span> Urinalysis results (Protein)","P, Positive | N, Negative | 1, Unknown",,,,,,"[ancr_urinalysis] = '1'",y,,,,,
ancr_syphilis_done,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-23a</strong></span> Was the Syphilis test done?",,,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_syphilis_treat_dose,anc_initial_register,,radio,"<span style=""color: blue;""><strong>ANCR-23b</strong></span> Syphilis treatment dose?","1, 1st | 2, 2nd | 3, 3rd",,,,,,"[ancr_syphilis_done] = '1'",,,,,,
ancr_hepb_screen,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-24a</strong></span> Screened for Hepatitis B?",,,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_hep_b_treatment,anc_initial_register,,radio,"<span style=""color: blue;""><strong>ANCR-24b</strong></span> Hepatitis B treatment status","I, Initiated | R, Resupplied | NA, Not Applicable",,,,,,"[ancr_hepb_screen] = '1'",,,,,,
ancr_malaria_pro_given,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-25a</strong></span> Malaria Prophylaxis given?",,,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_prophylaxis,anc_initial_register,,radio,"<span style=""color: blue;""><strong>ANCR-25b</strong></span> What Malaria prophylaxis was given?","1, IPTp1 | 2, IPTp2 | 3, IPTp3 | 4, IPTp4 | 5, IPTp5 | 6, IPTp6 | 7, IPTp7 | 8, IPTp8 | 9, Unknown",,,,,,"[ancr_malaria_pro_given] = '1'",y,,,,,
ancr_tt_given,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-26a</strong></span> Was Tetanus Toxoid given?",,,,,,,"[ancr_access] = 'Y'",y,,,,,
ancr_tt_complete,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-26b</strong></span>  Was TT immunisation completed?",,,,,,,"[ancr_tt_given] = '1'",y,,,,,
ancr_tt_what,anc_initial_register,,radio,"<span style=""color: blue;""><strong>ANCR-26b</strong></span> Which Tetanus Toxoid (TT) was given?","1, TT1 | 2, TT2 | 3, TT3 | 4, TT4 | 5, Td1 | 6, Td2 | 7, Td3 | 8, Td4 | 9, Td5 | 10, Unknown",,,,,,"[ancr_tt_given] = '1'",y,,,,,
ancr_iron_sups,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-27</strong></span> Iron and Folate Supplements given?",,,,,,,"[ancr_access] = 'Y'",,,,,,
ancr_calcium_sups,anc_initial_register,,yesno,"<span style=""color: blue;""><strong>ANCR-28</strong></span> Calcium Supplements given?",,,,,,,"[ancr_access] = 'Y'",y,,,,,
anc_access,anc_booking_follow_ups,,radio,"<span style=""color: blue;""><strong>ANC-S</strong></span> Did the client access this service?","Y, Yes | N, No | UN, Unverified",,,,,,,y,,,,,
anc_date,anc_booking_follow_ups,,text,"<span style=""color: blue;""><strong>ANC-3</strong></span> Date",,,date_ymd,,,,"[anc_access] = 'Y'",y,,,,,
anc_height,anc_booking_follow_ups,,text,"<span style=""color: blue;""><strong>ANC-13</strong></span> Height",,"in cm",number,0,,,"[anc_access] = 'Y'",y,,,,,
anc_contact_number,anc_booking_follow_ups,,text,"<span style=""color: blue;""><strong>ANC-17</strong></span> ANC Contact Number (ANC Visit Number)",,"Record contact number (visit number) for each subsequent contact",integer,0,,,"[anc_access] = 'Y'",y,,,,,
anc_contact_date,anc_booking_follow_ups,,text,"<span style=""color: blue;""><strong>ANC-18</strong></span> Contact Date",,"Record contact date for each subsequent contact",date_ymd,,,,"[anc_access] = 'Y'",y,,,,," @HIDDEN"
anc_weight,anc_booking_follow_ups,,text,"<span style=""color: blue;""><strong>ANC-19</strong></span> Client weight",,"in kgs",number,0,,,"[anc_access] = 'Y'",y,,,,,
anc_muac_done,anc_booking_follow_ups,,yesno,"<span style=""color: blue;""><strong>ANC-20</strong></span> Was Client Mid-upper arm circumference (MUAC) done?",,,,,,,"[anc_access] = 'Y'",y,,,,,
anc_muac,anc_booking_follow_ups,,text,"<span style=""color: blue;""><strong>ANC-20b</strong></span> Client Mid-upper arm circumference (MUAC)",,"in cm",number,0,,,"[anc_muac_done] = '1'",y,,,,,
anc_muac_nd,anc_booking_follow_ups,,notes,"<span style=""color: blue;""><strong>ANC-20c</strong></span> Why was Client Mid-upper arm circumference (MUAC) not measured?",,,,,,,"[anc_muac_done] = '0'",y,,,,,
anc_bp,anc_booking_follow_ups,,yesno,"<span style=""color: blue;""><strong>ANC-21</strong></span> Was Blood Pressure measured?",,,,,,,"[anc_access] = 'Y'",y,,,,,
anc_systolic,anc_booking_follow_ups,,text,"<span style=""color: blue;""><strong>ANC-21a</strong></span> Client BP systolic",,,integer,0,,,"[anc_bp] = '1'",y,,,,,
anc_diastolic,anc_booking_follow_ups,,text,"<span style=""color: blue;""><strong>ANC-21b</strong></span> Client BP diastolic",,,integer,0,,,"[anc_bp] = '1'",y,,,,,
anc_bp_nd,anc_booking_follow_ups,,notes,"<span style=""color: blue;""><strong>ANC-21c</strong></span> Why was Blood Pressure not measured for this client?",,,,,,,"[anc_bp] = '0'",y,,,,,
anc_pale_pink_assess,anc_booking_follow_ups,,yesno,"<span style=""color: blue;""><strong>ANC-22a</strong></span> Was assessment for pale or pink done",,,,,,,"[anc_access] = 'Y'",y,,,,,
anc_pale_pink_result,anc_booking_follow_ups,,radio,"<span style=""color: blue;""><strong>ANC-22b</strong></span> What was the assessment result?","1, Pale | 2, Pink",,,,,,"[anc_pale_pink_assess] = '1'",y,,,,,
anc_pres_pos_select,anc_booking_follow_ups,,radio,"<span style=""color: blue;""><strong>ANC-23a</strong></span> Records presentation and position of baby","1, Occiput Anterior (The baby is headfirst toward the birth canal and facing down). | 2, Occiput Posterior ( The baby is headfirst toward the birth canal but facing upward). | 3, Transverse Position (The baby is sideways). | 4, Breech Presentation (The baby's buttocks or feet are positioned to",,,,,,"[anc_access] = 'Y'",y,,,,,
anc_pres_position,anc_booking_follow_ups,,notes,"<span style=""color: blue;""><strong>ANC-23 </strong></span> Other - presentation and position of baby",,,,,,,"[anc_pres_pos_select] = '5'",y,,,,,
anc_ga_at_visit,anc_booking_follow_ups,,calc,"<span style=""color: blue;""><strong>ANC-24</strong></span> GA (at visit)  <span style=""color: red;""><i>This is automatically filled in , do not fill in yourself.</i></span> ","rounddown(datediff([anc_date], [ancr_lmnp_date], 'd')/7)",,,,,,"[anc_access] = 'Y'",,,,,,
anc_symp_height,anc_booking_follow_ups,,text,"<span style=""color: blue;""><strong>ANC-25</strong></span> Symphysio fundal height",,"in cm",number,,,,"[anc_access] = 'Y'",y,,,,,
anc_foetal_heart_rate_yn,anc_booking_follow_ups,,yesno,"<span style=""color: blue;""><strong>ANC-26</strong></span> Do you have Foetal heart-rate record?",,,,,,,"[anc_access] = 'Y'",y,,,,,
anc_foetal_heart_rate,anc_booking_follow_ups,,text,"<span style=""color: blue;""><strong>ANC-26a</strong></span> Foetal heart-rate",,,integer,0,,,"[anc_foetal_heart_rate_yn] = '1'",,,,,,
anc_foetal_heart_category,anc_booking_follow_ups,,radio,"<span style=""color: blue;""><strong>ANC-26</strong></span> Which category does the Foetal heart-rate fall into?","1, NH (Not Heard) | 2, HR (Heard Regular) | 3, FMF (Fetal Movement Failed)",,,,,,"[anc_foetal_heart_rate_yn] = '0'",,,,,,
anc_urinalysis,anc_booking_follow_ups,,yesno,"<span style=""color: blue;""><strong>ANC-27a</strong></span> Was urinalysis test done?",,,,,,,"[anc_access] = 'Y'",y,,,,,
anc_urinalysis_protein,anc_booking_follow_ups,,radio,"<span style=""color: blue;""><strong>ANC-27b</strong></span> Urinalysis results (Protein)","P, Positive | N, Negative",,,,,,"[anc_urinalysis] = '1'",y,,,,,
anc_urinalysis_glucose,anc_booking_follow_ups,,radio,"<span style=""color: blue;""><strong>ANC-27c</strong></span> Urinalysis results (Glucose)","P, Positive | N, Negative",,,,,,"[anc_urinalysis] = '1'",y,,,,,
anc_urinalysis_nd,anc_booking_follow_ups,,notes,"<span style=""color: blue;""><strong>ANC-27d</strong></span> Why was Urinalysis test not done?",,,,,,,"[anc_urinalysis] = '0'",y,,,,,
anc_syphilis_done,anc_booking_follow_ups,,yesno,"<span style=""color: blue;""><strong>ANC-29a</strong></span> Was the Syphilis test done?",,,,,,,"[anc_access] = 'Y'",y,,,,,
anc_syphilis_result,anc_booking_follow_ups,,radio,"<span style=""color: blue;""><strong>ANC-29b</strong></span> Syphilis test result","P, Positive | N, Negative",,,,,,"[anc_syphilis_done] = '1'",y,,,,,
anc_syph_positive,anc_booking_follow_ups,,descriptive,"<span style=""color: red;""><strong>Patient should go for Health Education and Counselling</strong></span>",,,,,,,"[anc_syphilis_result] = 'P'",,,,,,
anc_syphilis_treat_dose,anc_booking_follow_ups,,radio,"<span style=""color: blue;""><strong>ANC-30</strong></span> Syphilis treatment dose?","1, 1st | 2, 2nd | 3, 3rd",,,,,,"[anc_syphilis_result] = 'P'",y,,,,,
anc_syphilis_nd,anc_booking_follow_ups,,notes,"<span style=""color: blue;""><strong>ANC-30b</strong></span> Why was syphilis test not done?",,,,,,,"[anc_syphilis_done] = '0'",y,,,,,
anc_hepb_screen,anc_booking_follow_ups,,yesno,"<span style=""color: blue;""><strong>ANC-31a</strong></span> Screened for Hepatitis B?",,,,,,,"[anc_access] = 'Y'",y,,,,,
anc_hep_b_treatment,anc_booking_follow_ups,,radio,"<span style=""color: blue;""><strong>ANC-31b</strong></span> Hepatitis B treatment status","I, Initiated | R, Resupplied | NA, Not Applicable",,,,,,"[anc_hepb_screen] = '1'",y,,,,,
